priority,unit,area,property_group,what_is_wrong,what_to_fix,detail,streamline_unit_id,airbnb_url,vrbo_url,website_url,admin_url,owner,status,notes
medium,The Desert Nest,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050513,https://www.airbnb.com/rooms/1455818267054522324,https://www.vrbo.com/5135271,https://casago.com/rentals/1013718,,,open,
medium,The Fairway Escape,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050977,https://www.airbnb.com/rooms/1363733938682063311,https://www.vrbo.com/5135910,https://casago.com/rentals/1014172,,,open,
medium,The Fairway Palm Springs,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1121121,https://www.airbnb.com/rooms/1742100541455921032,,https://casago.com/rental/1121121.html,,,open,
medium,The Gem of Palm Desert,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050991,https://www.airbnb.com/rooms/1604095345391747888,https://www.vrbo.com/5135924,https://casago.com/rentals/1014185,,,open,
medium,The Palm Villa,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050597,https://www.airbnb.com/rooms/1603772283041478289,https://www.vrbo.com/5135371,https://casago.com/rentals/1013801,,,open,
medium,The Palm and Citrus - 2135,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050999,,,,,,open,
medium,The Rancho Mirage Escape,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050626,https://www.airbnb.com/rooms/1546536311467530672,https://www.vrbo.com/5135408,https://casago.com/rentals/1013829,,,open,
medium,The Royal Hawaiian,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051055,https://www.airbnb.com/rooms/48212098,https://www.vrbo.com/5135992,https://casago.com/rentals/1014246,,,open,
medium,The Sunscape Retreat,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050699,,,,,,open,
medium,Top of the Cove,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1092956,https://www.airbnb.com/rooms/858842018252379560,https://www.vrbo.com/9810870ha,https://www.casagosocal.com/vacation-rentals/coachella-valley/cathedral-city/top-of-the-cove,,,open,
medium,Toucan Sands,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050736,https://www.airbnb.com/rooms/1355705859079274138,https://www.vrbo.com/5135550,https://casago.com/rentals/1013935,,,open,
medium,Tranquil Oasis - 69036,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050772,,,,,,open,
medium,Tranquil Times,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051146,https://www.airbnb.com/rooms/48212092,https://www.vrbo.com/5136089,https://casago.com/rentals/1014328,,,open,
medium,Twin Palms Modern,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051001,https://www.airbnb.com/rooms/48212079,https://www.vrbo.com/5135936,https://casago.com/rentals/1014194,,,open,
medium,Versailles Vista,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051366,https://www.airbnb.com/rooms/1389802090764031934,https://www.vrbo.com/5136312,https://casago.com/rentals/1014517,,,open,
medium,Villa Agav-eh,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050984,https://www.airbnb.com/rooms/1604096126974447150,https://www.vrbo.com/5135917,https://casago.com/rentals/1014179,,,open,
medium,Villorrio Surprise,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1092932,https://www.airbnb.com/rooms/828243470944917194,https://www.vrbo.com/9791941ha,https://casago.com/rental/1092932.html,,,open,
medium,Vista Luxe Retreat,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1093004,https://www.airbnb.com/rooms/1339829001181862056,https://www.vrbo.com/20103371ha,https://casago.com/rental/1093004.html,,,open,
medium,Vista Moderne,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1051167,https://www.airbnb.com/rooms/1360084267660213806,https://www.vrbo.com/5136112,https://casago.com/rentals/1014347,,,open,
medium,Vista Palm - 69170,PalmSprings,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050758,,,,,,open,
medium,Vista Views Condo,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050797,https://www.airbnb.com/rooms/32362547,https://www.vrbo.com/5135644,https://casago.com/rentals/1013994,,,open,
medium,Whitehawk At Palm Desert,PalmSprings,,No COPS account/bank ID,Add the COPS account and bank IDs to the unit record.,,1050980,https://www.airbnb.com/rooms/1355705840318921124,https://www.vrbo.com/5135913,https://casago.com/rentals/1014175,,,open,
medium,Camelback Casa,Phoenix,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050738,,,,,,open,
medium,Camelback Courtyard,Phoenix,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050972,,,,,,open,
medium,Camelback Courtyard,Phoenix,,"Active in KeyData, not renting in Streamline",Deactivate in KeyData — this is not a renting property.,non-renting in Streamline,1050972,,,,,,open,
medium,Cardinal Comfort,Phoenix,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1051041,,,,,,open,
medium,Cardinal Comfort,Phoenix,,"Active in KeyData, not renting in Streamline",Deactivate in KeyData — this is not a renting property.,non-renting in Streamline,1051041,,,,,,open,
medium,Chandler's Hidden Gem,Phoenix,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1051291,,,,,,open,
medium,Charming Hideaway,Phoenix,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050993,,,,,,open,
medium,Chic Cactus,Phoenix,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1051354,,,,,,open,
medium,Chic Desert Retreat,Phoenix,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1051115,,,,,,open,
medium,Cozy Casa on Coronado,Phoenix,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1051124,,,,,,open,
medium,Delightful Dream,Phoenix,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1051093,,,,,,open,
medium,Fashion Bungalow,Phoenix,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1039461,,,,,,open,
medium,Fashion Bungalow,Phoenix,,"Active in KeyData, not renting in Streamline",Deactivate in KeyData — this is not a renting property.,non-renting in Streamline,1039461,,,,,,open,
medium,Nestled on Nielson,Phoenix,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1051290,,,,,,open,
medium,Nighthawk,Phoenix,,"In Wazzi Data, not in Streamline",Remove or archive the stale Wazzi Data record.,,1039361,,,,,,open,
medium,On Tempe Time,Phoenix,,"In Wazzi Data, not in Streamline",Remove or archive the stale Wazzi Data record.,,1050449,,,,,,open,
medium,Peoria Magic,Phoenix,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050773,,,,,,open,
medium,Plant Your Feet,Phoenix,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050529,,,,,,open,
medium,Poolside at Palm Ridge,Phoenix,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1039381,,,,,,open,
medium,Power Play House,Phoenix,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050907,,,,,,open,
medium,Regency Luxe Getaway,Phoenix,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050834,,,,,,open,
medium,Sonoma Vibes,Phoenix,,"In Wazzi Data, not in Streamline",Remove or archive the stale Wazzi Data record.,,1078458,,,,,,open,
medium,Sunscape Unwind,Phoenix,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1039414,,,,,,open,
medium,Sunset Ridge Escape,Phoenix,,"In Wazzi Data, not in Streamline",Remove or archive the stale Wazzi Data record.,,1039438,,,,,,open,
medium,The Marvelous Maya,Phoenix,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1039346,,,,,,open,
medium,Modern Mountain Luxury Retreat,PineTop,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1051048,,,,,,open,
medium,Modern Pine Sanctuary,PineTop,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050627,,,,,,open,
medium,Ridgetop Retreat - Unit A9,PineTop,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1051288,,,,,,open,
medium,Creekside Casa,Sedona,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1051280,,,,,,open,
medium,Creekside Casa & Casita,Sedona,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050733,,,,,,open,
medium,Creekside Casita,Sedona,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050558,,,,,,open,
medium,My Green Acres,Sedona,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1039456,,,,,,open,
medium,Oak Creek Estados Holiday Condo,Sedona,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050678,,,,,,open,
medium,Camino Los Mochis,Tucson,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1051082,,,,,,open,
medium,Desert Abode,Tucson,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050674,,,,,,open,
medium,Desert Abode,Tucson,,"Active in KeyData, not renting in Streamline",Deactivate in KeyData — this is not a renting property.,non-renting in Streamline,1050674,,,,,,open,
medium,Desert Breeze Getaway,Tucson,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050596,,,,,,open,
medium,Desert Serenity at Walker Ranch,Tucson,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050731,,,,,,open,
medium,Mission Oasis,Tucson,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050710,,,,,,open,
medium,Placita Escondida #104,Tucson,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050700,,,,,,open,
medium,Sundance in the Foothills,Tucson,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1050511,,,,,,open,
medium,Sundance in the Foothills,Tucson,,"Active in KeyData, not renting in Streamline",Deactivate in KeyData — this is not a renting property.,non-renting in Streamline,1050511,,,,,,open,
medium,Vistoso Preserve Casita  #226C,Tucson,,Stage says Live but unit is Non-Renting,"Reconcile the two fields: either set the unit back to Renting, or change Property Stage off Live.","Property Stage = Live, Renting Type = Non-Renting",1051045,,,,,,open,
low,San Moritz Lake House,(unassigned),,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1126958,https://www.airbnb.com/rooms/1719680217336202937,https://www.vrbo.com/5367265,https://www.casagosocal.com/vacation-rentals/lake-arrowhead/crestline/san-moritz-lake-house,,,open,
low,Jardon Cove,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101768,https://www.airbnb.com/rooms/1614437052100091659,https://www.vrbo.com/5294250,https://www.casagosocal.com/vacation-rentals/central-coast/santa-barbara/jardon-cove,,,open,
low,Julia Metelmann,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101646,https://www.airbnb.com/rooms/1613980874899797120,https://www.vrbo.com/5294004,https://www.casagosocal.com/vacation-rentals/central-coast/santa-barbara/julia-metelmann,,,open,
low,La Vida Riviera,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1126683,https://www.airbnb.com/rooms/46401987,https://www.vrbo.com/2122223,https://casago.com/santa-barbara/la-vida-riviera/,,,open,
low,Lighthouse Way,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1126698,https://www.airbnb.com/rooms/579092797280140666,https://www.vrbo.com/2703726,https://casago.com/santa-barbara/Lighthouse-Way,,,open,
low,Lillie by the Sea,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1126677,https://www.airbnb.com/rooms/27931212,https://www.vrbo.com/1411037,https://casago.com/santa-barbara/lillie-by-the-sea/,,,open,
low,Lillie by the Sea - Guest House,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1126676,,,https://casago.com/santa-barbara/lillie-by-the-sea,,,open,
low,Little Buoy,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1126711,https://www.airbnb.com/rooms/1432904890196900410,https://www.vrbo.com/4619325,https://casago.com/rental/967561.html,,,open,
low,Magnolia Cottage,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1126674,https://www.airbnb.com/rooms/42119229,https://www.vrbo.com/457726,https://casago.com/santa-barbara/magnolia-cottage,,,open,
low,Malyroma Del Mar,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101632,https://www.airbnb.com/rooms/1613980166729322473,https://www.vrbo.com/5293978,https://www.casagosocal.com/vacation-rentals/central-coast/cambria/malyroma-del-mar,,,open,
low,Oceanfront Delight,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101765,https://www.airbnb.com/rooms/1613981774618623352,https://www.vrbo.com/5294244,https://www.casagosocal.com/vacation-rentals/central-coast/cayucos/oceanfront-delight,,,open,
low,Oceanfront Dream,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101714,https://www.airbnb.com/rooms/1614487962501021924,https://www.vrbo.com/5294147,https://www.casagosocal.com/vacation-rentals/central-coast/cayucos/oceanfront-dream,,,open,
low,Oceanview Oasis at Monterey Dunes,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101725,https://www.airbnb.com/rooms/1688483982536358279,https://www.vrbo.com/5294170,https://www.casagosocal.com/vacation-rentals/central-coast/moss-landing/oceanview-oasis-at-monterey-dunes,,,open,
low,Old Yacht Club Inn,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101772,https://www.airbnb.com/rooms/1613980846550775334,https://www.vrbo.com/5294259,https://www.casagosocal.com/vacation-rentals/central-coast/santa-barbara/old-yacht-club-inn,,,open,
low,Olivia Oasis,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101734,https://www.airbnb.com/rooms/1613980071310956780,https://www.vrbo.com/5294186,https://www.casagosocal.com/vacation-rentals/central-coast/oxnard/olivia-oasis,,,open,
low,One Ocean,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101771,https://www.airbnb.com/rooms/1613981107064654285,https://www.vrbo.com/5294257,https://www.casagosocal.com/vacation-rentals/central-coast/carmel-by-the-sea/one-ocean,,,open,
low,Padaro Sands,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1126672,https://www.airbnb.com/rooms/33399779,https://www.vrbo.com/333470,https://casago.com/santa-barbara/padaro-sands/,,,open,
low,Park Avenue Beach Life,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101733,https://www.airbnb.com/rooms/1613979982367752099,https://www.vrbo.com/5294184,https://www.casagosocal.com/vacation-rentals/central-coast/cayucos/park-avenue-beach-life,,,open,
low,Rustic Villa,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1126714,https://www.airbnb.com/rooms/1513242356355320056,https://www.vrbo.com/4839962,https://casago.com/rental/983391.html,,,open,
low,SEAbbatical,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1126709,https://www.airbnb.com/rooms/1272548379480292963,https://www.vrbo.com/4251827,https://casago.com/rental/910490.html,,,open,
low,Sailaway Cabin,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101744,https://www.airbnb.com/rooms/1613980590143218163,,https://www.casagosocal.com/vacation-rentals/central-coast/ventura/sailaway-cabin,,,open,
low,Sailaway Cabin A,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101728,https://www.airbnb.com/rooms/1613980534588867999,https://www.vrbo.com/5294176,https://www.casagosocal.com/vacation-rentals/central-coast/ventura/sailaway-cabin-a,,,open,
low,Sailaway Cabin B,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101752,https://www.airbnb.com/rooms/1613981077012891083,https://www.vrbo.com/5294217,https://www.casagosocal.com/vacation-rentals/central-coast/ventura/sailaway-cabin-b,,,open,
low,San Miguel,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101641,https://www.airbnb.com/rooms/1731468036930532433,https://www.vrbo.com/5293995,https://www.casagosocal.com/vacation-rentals/central-coast/santa-barbara/san-miguel,,,open,
low,Sand Side Bliss,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101637,https://www.airbnb.com/rooms/1613979918080038361,https://www.vrbo.com/5293988,https://www.casagosocal.com/vacation-rentals/central-coast/oxnard/sand-side-bliss,,,open,
low,Sandbox at Solimar Sands,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1126705,https://www.airbnb.com/rooms/1135594583918320847,https://www.vrbo.com/3955149,https://casago.com/carpinteria/sandbox-at-solimar-sands/,,,open,
low,Sandcastle,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1126701,https://www.airbnb.com/rooms/848696935793926307,https://www.vrbo.com/3304307,https://casago.com/carpinteria/sandcastle/,,,open,
low,Sandcastle by the Sea,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101721,https://www.airbnb.com/rooms/1613980649987733153,https://www.vrbo.com/5294162,https://www.casagosocal.com/vacation-rentals/central-coast/oxnard/sandcastle-by-the-sea,,,open,
low,Santa Barbara Beach Cottage,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101720,https://www.airbnb.com/rooms/1613981634915258562,https://www.vrbo.com/5294161,https://www.casagosocal.com/vacation-rentals/central-coast/santa-barbara/santa-barbara-beach-cottage,,,open,
low,Santa Cruz,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101644,https://www.airbnb.com/rooms/1613981506112832397,https://www.vrbo.com/5294000,https://www.casagosocal.com/vacation-rentals/central-coast/santa-barbara/santa-cruz,,,open,
low,Santa Rosa,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101723,https://www.airbnb.com/rooms/1613981356070463711,https://www.vrbo.com/5294167,https://www.casagosocal.com/vacation-rentals/central-coast/santa-barbara/santa-rosa,,,open,
low,Santo Tomas Getaway,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101626,https://www.airbnb.com/rooms/1613980620016530594,https://www.vrbo.com/5293967,https://www.casagosocal.com/vacation-rentals/central-coast/grover-beach/santo-tomas-getaway,,,open,
low,Savor the View,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101713,https://www.airbnb.com/rooms/1613981715593981880,https://www.vrbo.com/5294145,https://www.casagosocal.com/vacation-rentals/central-coast/oxnard/savor-the-view,,,open,
low,Seaside Getaway,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101712,https://www.airbnb.com/rooms/1613981414029946757,https://www.vrbo.com/5294141,https://www.casagosocal.com/vacation-rentals/central-coast/oxnard/seaside-getaway,,,open,
low,Seaside Retreat at Solimar Sands,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1126679,https://www.airbnb.com/rooms/32700264,https://www.vrbo.com/1566778,https://casago.com/santa-barbara/seaside-retreat-at-solimar-sands/,,,open,
low,Seaspray at Anacapa View,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101701,https://www.airbnb.com/rooms/1613979950788689071,https://www.vrbo.com/5294119,https://www.casagosocal.com/vacation-rentals/central-coast/port-hueneme/seaspray-at-anacapa-view,,,open,
low,See Star Ranch,Central Coast,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1101689,https://www.airbnb.com/rooms/1613980199239553863,https://www.vrbo.com/5294096,https://www.casagosocal.com/vacation-rentals/central-coast/nipomo/see-star-ranch,,,open,
low,Indian Palms Vacation Villa,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050791,https://www.airbnb.com/rooms/22749509,https://www.vrbo.com/5135636,https://casago.com/rentals/1013988,,,open,
low,Indian Wells Elegance,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051003,https://www.airbnb.com/rooms/1152838286486755024,https://www.vrbo.com/5135938,https://casago.com/rentals/1014196,,,open,
low,Indio Desert Diamond,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050466,https://www.airbnb.com/rooms/1603771277657497047,https://www.vrbo.com/5135215,https://casago.com/rentals/1013671,,,open,
low,Indio Diamond,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050965,https://www.airbnb.com/rooms/1604094749478911615,https://www.vrbo.com/5135897,https://casago.com/rentals/1014160,,,open,
low,Indio Retreat,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051169,https://www.airbnb.com/rooms/1213165000650855421,https://www.vrbo.com/5136115,https://casago.com/rentals/1014349,,,open,
low,Jewel of the Desert - 259342,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050841,https://www.airbnb.com/rooms/1603771599890347770,https://www.vrbo.com/5135721,https://casago.com/rentals/1014038,,,open,
low,La Casa Royale at Indian Wells,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050697,https://www.airbnb.com/rooms/1566747241544853060,https://www.vrbo.com/5135491,https://casago.com/rentals/1013898,,,open,
low,La Quinta Cove Retreat,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051321,https://www.airbnb.com/rooms/1015377448507555424,https://www.vrbo.com/5136264,https://casago.com/rentals/1014478,,,open,
low,La Quinta Fairways,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051225,https://www.airbnb.com/rooms/1481960103766299569,https://www.vrbo.com/5136175,https://casago.com/rentals/1014404,,,open,
low,La Quinta Leisure - 260498,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051220,https://www.airbnb.com/rooms/1126764025687424588,https://www.vrbo.com/5136169,https://casago.com/rentals/1014399,,,open,
low,La Quinta Mountain Escape,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050752,https://www.airbnb.com/rooms/1715448894719517330,https://www.vrbo.com/5135573,https://casago.com/rentals/1013951,,,open,
low,La Quinta Resort Tennis Villa 14  #2469fiftyfour,Coachella,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050846,https://www.airbnb.com/rooms/1101437165315620919,https://www.vrbo.com/5135730,https://casago.com/rentals/1014042,,,open,
